speaker,act,scene,line_number,word_pos_in_line,word,total_words_in_line,pos,lemma,opinion_label,afinn_score,afinn_label,afinn_intensity,word_length,motif,theme
Macbeth,3,1,1050,8,you,10,PRON,you,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1050,9,so,10,ADV,so,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1050,10,gospeled,10,VERB,gospele,neu,0.0,neu,0.0,8,,
Macbeth,3,1,1051,1,to,10,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1051,2,pray,10,VERB,pray,neu,1.0,pos,1.0,4,,
Macbeth,3,1,1051,3,for,10,ADP,for,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1051,4,this,10,PRON,this,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1051,5,good,10,ADJ,good,pos,3.0,pos,3.0,4,,
Macbeth,3,1,1051,6,man,10,NOUN,man,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1051,7,and,10,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1051,8,for,10,ADP,for,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1051,9,his,10,PRON,his,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1051,10,issue,10,NOUN,issue,neg,0.0,neu,0.0,5,,
Macbeth,3,1,1052,1,whose,9,DET,whose,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1052,2,heavy,9,ADJ,heavy,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1052,3,hand,9,NOUN,hand,neu,0.0,neu,0.0,4,hand,Guilt & Conscience
Macbeth,3,1,1052,4,hath,9,VERB,have,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1052,5,bowed,9,VERB,bow,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1052,6,you,9,PRON,you,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1052,7,to,9,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1052,8,the,9,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1052,9,grave,9,NOUN,grave,neu,-2.0,neg,2.0,5,,
Macbeth,3,1,1053,1,and,4,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1053,2,beggared,4,VERB,beggar,neg,0.0,neu,0.0,8,,
Macbeth,3,1,1053,3,yours,4,NOUN,your,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1053,4,forever,4,ADV,forever,neu,0.0,neu,0.0,7,,
First Murderer,3,1,1054,1,we,5,PRON,we,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1054,2,are,5,AUX,be,neu,0.0,neu,0.0,3,,
First Murderer,3,1,1054,3,men,5,NOUN,man,neu,0.0,neu,0.0,3,,
First Murderer,3,1,1054,4,my,5,PRON,my,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1054,5,liege,5,NOUN,liege,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1055,1,ay,8,VERB,ay,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1055,2,in,8,ADP,in,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1055,3,the,8,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1055,4,catalogue,8,NOUN,catalogue,neu,0.0,neu,0.0,9,,
Macbeth,3,1,1055,5,you,8,PRON,you,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1055,6,go,8,VERB,go,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1055,7,for,8,ADP,for,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1055,8,men,8,NOUN,man,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1056,1,as,6,ADP,as,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1056,2,hounds,6,NOUN,hound,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1056,3,and,6,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1056,4,greyhounds,6,NOUN,greyhound,neu,0.0,neu,0.0,10,,
Macbeth,3,1,1056,5,mongrels,6,NOUN,mongrel,neu,0.0,neu,0.0,8,,
Macbeth,3,1,1056,6,spaniels,6,NOUN,spaniel,neu,0.0,neu,0.0,8,,
Macbeth,3,1,1057,1,curs,1,PROPN,curs,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1058,1,shoughs,6,NOUN,shough,neu,0.0,neu,0.0,7,,
Macbeth,3,1,1058,2,waterrugs,6,NOUN,waterrug,neu,0.0,neu,0.0,9,,
Macbeth,3,1,1058,3,and,6,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1058,4,demiwolves,6,NOUN,demiwolve,neu,0.0,neu,0.0,10,,
Macbeth,3,1,1058,5,are,6,AUX,be,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1058,6,clept,6,NOUN,clept,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1059,1,all,9,PRON,all,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1059,2,by,9,ADP,by,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1059,3,the,9,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1059,4,name,9,NOUN,name,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1059,5,of,9,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1059,6,dogs,9,NOUN,dog,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1059,7,the,9,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1059,8,valued,9,VERB,value,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1059,9,file,9,NOUN,file,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1060,1,distinguishes,7,NOUN,distinguishe,neu,0.0,neu,0.0,13,,
Macbeth,3,1,1060,2,the,7,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1060,3,swift,7,ADJ,swift,pos,2.0,pos,2.0,5,,
Macbeth,3,1,1060,4,the,7,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1060,5,slow,7,ADJ,slow,neg,0.0,neu,0.0,4,,
Macbeth,3,1,1060,6,the,7,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1060,7,subtle,7,ADJ,subtle,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1061,1,the,6,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1061,2,housekeeper,6,NOUN,housekeeper,neu,0.0,neu,0.0,11,,
Macbeth,3,1,1061,3,the,6,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1061,4,hunter,6,NOUN,hunter,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1061,5,every,6,PRON,every,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1061,6,one,6,NUM,one,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1062,1,according,7,VERB,accord,neu,0.0,neu,0.0,9,,
Macbeth,3,1,1062,2,to,7,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1062,3,the,7,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1062,4,gift,7,NOUN,gift,neu,2.0,pos,2.0,4,,
Macbeth,3,1,1062,5,which,7,PRON,which,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1062,6,bounteous,7,ADJ,bounteous,neu,0.0,neu,0.0,9,,
Macbeth,3,1,1062,7,nature,7,NOUN,nature,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1063,1,hath,8,VERB,have,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1063,2,in,8,ADP,in,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1063,3,him,8,PRON,he,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1063,4,closed,8,VERB,close,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1063,5,whereby,8,SCONJ,whereby,neu,0.0,neu,0.0,7,,
Macbeth,3,1,1063,6,he,8,PRON,he,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1063,7,does,8,VERB,do,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1063,8,receive,8,VERB,receive,neu,0.0,neu,0.0,7,,
Macbeth,3,1,1064,1,particular,5,ADJ,particular,neu,0.0,neu,0.0,10,,
Macbeth,3,1,1064,2,addition,5,NOUN,addition,neu,0.0,neu,0.0,8,,
Macbeth,3,1,1064,3,from,5,ADP,from,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1064,4,the,5,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1064,5,bill,5,NOUN,bill,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1065,1,that,9,SCONJ,that,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1065,2,writes,9,VERB,write,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1065,3,them,9,PRON,they,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1065,4,all,9,PRON,all,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1065,5,alike,9,ADV,alike,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1065,6,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1065,7,so,9,ADV,so,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1065,8,of,9,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1065,9,men,9,NOUN,man,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1066,1,now,9,ADV,now,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1066,2,if,9,SCONJ,if,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1066,3,you,9,PRON,you,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1066,4,have,9,VERB,have,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1066,5,a,9,DET,a,neu,0.0,neu,0.0,1,,
Macbeth,3,1,1066,6,station,9,NOUN,station,neu,0.0,neu,0.0,7,,
Macbeth,3,1,1066,7,in,9,ADP,in,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1066,8,the,9,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1066,9,file,9,NOUN,file,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1067,1,not,9,PART,not,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1067,2,i’,9,PRON,I,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1067,3,th’,9,X,th,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1067,4,worst,9,ADV,worst,neg,-3.0,neg,3.0,5,,
Macbeth,3,1,1067,5,rank,9,NOUN,rank,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1067,6,of,9,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1067,7,manhood,9,NOUN,manhood,neu,0.0,neu,0.0,7,,
Macbeth,3,1,1067,8,say,9,VERB,say,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1067,9,’t,9,PUNCT,',neu,0.0,neu,0.0,2,,
Macbeth,3,1,1068,1,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1068,2,i,9,PRON,I,neu,0.0,neu,0.0,1,,
Macbeth,3,1,1068,3,will,9,AUX,will,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1068,4,put,9,VERB,put,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1068,5,that,9,SCONJ,that,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1068,6,business,9,NOUN,business,neu,0.0,neu,0.0,8,,
Macbeth,3,1,1068,7,in,9,ADP,in,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1068,8,your,9,PRON,your,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1068,9,bosoms,9,NOUN,bosom,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1069,1,whose,6,DET,whose,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1069,2,execution,6,NOUN,execution,neu,0.0,neu,0.0,9,,
Macbeth,3,1,1069,3,takes,6,VERB,take,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1069,4,your,6,PRON,your,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1069,5,enemy,6,NOUN,enemy,neg,-2.0,neg,2.0,5,,
Macbeth,3,1,1069,6,off,6,ADP,off,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1070,1,grapples,9,NOUN,grapple,neg,0.0,neu,0.0,8,,
Macbeth,3,1,1070,2,you,9,PRON,you,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1070,3,to,9,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1070,4,the,9,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1070,5,heart,9,NOUN,heart,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1070,6,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1070,7,love,9,NOUN,love,pos,3.0,pos,3.0,4,,
Macbeth,3,1,1070,8,of,9,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1070,9,us,9,PRON,we,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1071,1,who,9,PRON,who,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1071,2,wear,9,VERB,wear,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1071,3,our,9,PRON,our,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1071,4,health,9,NOUN,health,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1071,5,but,9,CCONJ,but,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1071,6,sickly,9,ADJ,sickly,neg,0.0,neu,0.0,6,,
Macbeth,3,1,1071,7,in,9,ADP,in,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1071,8,his,9,PRON,his,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1071,9,life,9,NOUN,life,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1072,1,which,6,PRON,which,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1072,2,in,6,ADP,in,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1072,3,his,6,PRON,his,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1072,4,death,6,NOUN,death,neg,-2.0,neg,2.0,5,,
Macbeth,3,1,1072,5,were,6,AUX,be,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1072,6,perfect,6,ADJ,perfect,pos,3.0,pos,3.0,7,,
Second Murderer,3,1,1073,1,i,5,PRON,I,neu,0.0,neu,0.0,1,,
Second Murderer,3,1,1073,2,am,5,AUX,be,neu,0.0,neu,0.0,2,,
Second Murderer,3,1,1073,3,one,5,NUM,one,neu,0.0,neu,0.0,3,,
Second Murderer,3,1,1073,4,my,5,PRON,my,neu,0.0,neu,0.0,2,,
Second Murderer,3,1,1073,5,liege,5,NOUN,liege,neu,0.0,neu,0.0,5,,
Second Murderer,3,1,1074,1,whom,9,PRON,whom,neu,0.0,neu,0.0,4,,
Second Murderer,3,1,1074,2,the,9,DET,the,neu,0.0,neu,0.0,3,,
Second Murderer,3,1,1074,3,vile,9,NOUN,vile,neg,-3.0,neg,3.0,4,,
Second Murderer,3,1,1074,4,blows,9,VERB,blow,neg,0.0,neu,0.0,5,,
Second Murderer,3,1,1074,5,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Second Murderer,3,1,1074,6,buffets,9,NOUN,buffet,neu,0.0,neu,0.0,7,,
Second Murderer,3,1,1074,7,of,9,ADP,of,neu,0.0,neu,0.0,2,,
Second Murderer,3,1,1074,8,the,9,DET,the,neu,0.0,neu,0.0,3,,
Second Murderer,3,1,1074,9,world,9,NOUN,world,neu,0.0,neu,0.0,5,,
Second Murderer,3,1,1075,1,hath,8,VERB,have,neu,0.0,neu,0.0,4,,
Second Murderer,3,1,1075,2,so,8,ADV,so,neu,0.0,neu,0.0,2,,
Second Murderer,3,1,1075,3,incensed,8,VERB,incense,neg,-2.0,neg,2.0,8,,
Second Murderer,3,1,1075,4,that,8,SCONJ,that,neu,0.0,neu,0.0,4,,
Second Murderer,3,1,1075,5,i,8,PRON,I,neu,0.0,neu,0.0,1,,
Second Murderer,3,1,1075,6,am,8,AUX,be,neu,0.0,neu,0.0,2,,
Second Murderer,3,1,1075,7,reckless,8,ADJ,reckless,neg,-2.0,neg,2.0,8,,
Second Murderer,3,1,1075,8,what,8,PRON,what,neu,0.0,neu,0.0,4,,
Second Murderer,3,1,1076,1,i,6,PRON,I,neu,0.0,neu,0.0,1,,
Second Murderer,3,1,1076,2,do,6,VERB,do,neu,0.0,neu,0.0,2,,
Second Murderer,3,1,1076,3,to,6,PART,to,neu,0.0,neu,0.0,2,,
Second Murderer,3,1,1076,4,spite,6,VERB,spite,neg,0.0,neu,0.0,5,,
Second Murderer,3,1,1076,5,the,6,DET,the,neu,0.0,neu,0.0,3,,
Second Murderer,3,1,1076,6,world,6,NOUN,world,neu,0.0,neu,0.0,5,,
First Murderer,3,1,1077,1,and,3,CCONJ,and,neu,0.0,neu,0.0,3,,
First Murderer,3,1,1077,2,i,3,PRON,I,neu,0.0,neu,0.0,1,,
First Murderer,3,1,1077,3,another,3,PRON,another,neu,0.0,neu,0.0,7,,
First Murderer,3,1,1078,1,so,7,ADV,so,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1078,2,weary,7,ADJ,weary,neg,-2.0,neg,2.0,5,,
First Murderer,3,1,1078,3,with,7,ADP,with,neu,0.0,neu,0.0,4,,
First Murderer,3,1,1078,4,disasters,7,NOUN,disaster,neg,-2.0,neg,2.0,9,,
First Murderer,3,1,1078,5,tugged,7,VERB,tug,neu,0.0,neu,0.0,6,,
First Murderer,3,1,1078,6,with,7,ADP,with,neu,0.0,neu,0.0,4,,
First Murderer,3,1,1078,7,fortune,7,NOUN,fortune,pos,2.0,pos,2.0,7,,
First Murderer,3,1,1079,1,that,9,SCONJ,that,neu,0.0,neu,0.0,4,,
First Murderer,3,1,1079,2,i,9,PRON,I,neu,0.0,neu,0.0,1,,
First Murderer,3,1,1079,3,would,9,AUX,would,neu,0.0,neu,0.0,5,,
First Murderer,3,1,1079,4,set,9,VERB,set,neu,0.0,neu,0.0,3,,
First Murderer,3,1,1079,5,my,9,PRON,my,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1079,6,life,9,NOUN,life,neu,0.0,neu,0.0,4,,
First Murderer,3,1,1079,7,on,9,ADP,on,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1079,8,any,9,PRON,any,neu,0.0,neu,0.0,3,,
First Murderer,3,1,1079,9,chance,9,NOUN,chance,neu,2.0,pos,2.0,6,,
First Murderer,3,1,1080,1,to,8,PART,to,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1080,2,mend,8,PROPN,mend,neu,0.0,neu,0.0,4,,
First Murderer,3,1,1080,3,it,8,PRON,it,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1080,4,or,8,CCONJ,or,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1080,5,be,8,AUX,be,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1080,6,rid,8,VERB,rid,neu,0.0,neu,0.0,3,,
First Murderer,3,1,1080,7,on,8,ADP,on,neu,0.0,neu,0.0,2,,
First Murderer,3,1,1080,8,’t,8,PUNCT,',neu,0.0,neu,0.0,2,,
Macbeth,3,1,1081,1,both,3,PRON,both,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1081,2,of,3,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1081,3,you,3,PRON,you,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1082,1,know,5,VERB,know,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1082,2,banquo,5,PROPN,banquo,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1082,3,was,5,AUX,be,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1082,4,your,5,PRON,your,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1082,5,enemy,5,NOUN,enemy,neg,-2.0,neg,2.0,5,,
Second Murderer,3,1,1083,1,true,3,ADJ,true,neu,2.0,pos,2.0,4,,
Second Murderer,3,1,1083,2,my,3,PRON,my,neu,0.0,neu,0.0,2,,
Second Murderer,3,1,1083,3,lord,3,PROPN,lord,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1084,1,so,9,ADV,so,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1084,2,is,9,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1084,3,he,9,PRON,he,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1084,4,mine,9,NOUN,mine,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1084,5,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1084,6,in,9,ADP,in,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1084,7,such,9,ADJ,such,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1084,8,bloody,9,ADJ,bloody,neg,-3.0,neg,3.0,6,blood,Guilt & Conscience
Macbeth,3,1,1084,9,distance,9,NOUN,distance,neu,0.0,neu,0.0,8,,
Macbeth,3,1,1085,1,that,7,SCONJ,that,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1085,2,every,7,PRON,every,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1085,3,minute,7,NOUN,minute,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1085,4,of,7,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1085,5,his,7,PRON,his,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1085,6,being,7,AUX,be,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1085,7,thrusts,7,NOUN,thrust,neu,0.0,neu,0.0,7,,
Macbeth,3,1,1086,1,against,9,ADP,against,neu,0.0,neu,0.0,7,,
Macbeth,3,1,1086,2,my,9,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1086,3,near’st,9,PROPN,near’st,neu,0.0,neu,0.0,7,,
Macbeth,3,1,1086,4,of,9,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1086,5,life,9,NOUN,life,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1086,6,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1086,7,though,9,SCONJ,though,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1086,8,i,9,PRON,I,neu,0.0,neu,0.0,1,,
Macbeth,3,1,1086,9,could,9,AUX,could,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1087,1,with,8,ADP,with,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1087,2,barefaced,8,VERB,bareface,neu,0.0,neu,0.0,9,,
Macbeth,3,1,1087,3,power,8,NOUN,power,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1087,4,sweep,8,VERB,sweep,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1087,5,him,8,PRON,he,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1087,6,from,8,ADP,from,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1087,7,my,8,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1087,8,sight,8,NOUN,sight,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1088,1,and,10,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1088,2,bid,10,VERB,bid,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1088,3,my,10,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1088,4,will,10,AUX,will,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1088,5,avouch,10,PROPN,avouch,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1088,6,it,10,PRON,it,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1088,7,yet,10,ADV,yet,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1088,8,i,10,PRON,I,neu,0.0,neu,0.0,1,,
Macbeth,3,1,1088,9,must,10,AUX,must,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1088,10,not,10,PART,not,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1089,1,for,9,ADP,for,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1089,2,certain,9,ADJ,certain,neu,1.0,pos,1.0,7,,
Macbeth,3,1,1089,3,friends,9,NOUN,friend,neu,1.0,pos,1.0,7,,
Macbeth,3,1,1089,4,that,9,SCONJ,that,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1089,5,are,9,AUX,be,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1089,6,both,9,PRON,both,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1089,7,his,9,PRON,his,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1089,8,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1089,9,mine,9,NOUN,mine,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1090,1,whose,10,DET,whose,neu,0.0,neu,0.0,5,,
Macbeth,3,1,1090,2,loves,10,NOUN,love,pos,3.0,pos,3.0,5,,
Macbeth,3,1,1090,3,i,10,PRON,I,neu,0.0,neu,0.0,1,,
Macbeth,3,1,1090,4,may,10,AUX,may,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1090,5,not,10,PART,not,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1090,6,drop,10,VERB,drop,neu,-1.0,neg,1.0,4,,
Macbeth,3,1,1090,7,but,10,CCONJ,but,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1090,8,wail,10,NOUN,wail,neg,0.0,neu,0.0,4,,
Macbeth,3,1,1090,9,his,10,PRON,his,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1090,10,fall,10,NOUN,fall,neg,0.0,neu,0.0,4,,
Macbeth,3,1,1091,1,who,9,PRON,who,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1091,2,i,9,PRON,I,neu,0.0,neu,0.0,1,,
Macbeth,3,1,1091,3,myself,9,PRON,myself,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1091,4,struck,9,VERB,strike,neg,-1.0,neg,1.0,6,,
Macbeth,3,1,1091,5,down,9,ADV,down,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1091,6,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1091,7,thence,9,NOUN,thence,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1091,8,it,9,PRON,it,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1091,9,is,9,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1092,1,that,8,SCONJ,that,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1092,2,i,8,PRON,I,neu,0.0,neu,0.0,1,,
Macbeth,3,1,1092,3,to,8,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1092,4,your,8,PRON,your,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1092,5,assistance,8,NOUN,assistance,neu,0.0,neu,0.0,10,,
Macbeth,3,1,1092,6,do,8,VERB,do,neu,0.0,neu,0.0,2,,
Macbeth,3,1,1092,7,make,8,VERB,make,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1092,8,love,8,NOUN,love,pos,3.0,pos,3.0,4,,
Macbeth,3,1,1093,1,masking,7,VERB,mask,neu,0.0,neu,0.0,7,,
Macbeth,3,1,1093,2,the,7,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1093,3,business,7,NOUN,business,neu,0.0,neu,0.0,8,,
Macbeth,3,1,1093,4,from,7,ADP,from,neu,0.0,neu,0.0,4,,
Macbeth,3,1,1093,5,the,7,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,3,1,1093,6,common,7,ADJ,common,neu,0.0,neu,0.0,6,,
Macbeth,3,1,1093,7,eye,7,NOUN,eye,neu,0.0,neu,0.0,3,,
